TIMESTAMP,DATE_TIME_UTC,COUNT,RELATIVE_SENTIMENT
1653307200,"2022-05-23 12:00:00 +00:00",19834,0
1653350400,"2022-05-24 00:00:00 +00:00",11246,0
1653393600,"2022-05-24 12:00:00 +00:00",18024,0
1653436800,"2022-05-25 00:00:00 +00:00",6594,0
1653480000,"2022-05-25 12:00:00 +00:00",9634,0
1653523200,"2022-05-26 00:00:00 +00:00",6984,0
1653566400,"2022-05-26 12:00:00 +00:00",14142,0
1653609600,"2022-05-27 00:00:00 +00:00",8924,0
1653652800,"2022-05-27 12:00:00 +00:00",13906,0
1653696000,"2022-05-28 00:00:00 +00:00",7632,0
1653739200,"2022-05-28 12:00:00 +00:00",13722,0
1653782400,"2022-05-29 00:00:00 +00:00",9214,0
1653825600,"2022-05-29 12:00:00 +00:00",21503,0
1653868800,"2022-05-30 00:00:00 +00:00",13165,0
1653912000,"2022-05-30 12:00:00 +00:00",14559,0
1653955200,"2022-05-31 00:00:00 +00:00",9227,0
1653998400,"2022-05-31 12:00:00 +00:00",15926,0
1654041600,"2022-06-01 00:00:00 +00:00",6817,0
1654084800,"2022-06-01 12:00:00 +00:00",11422,0
1654128000,"2022-06-02 00:00:00 +00:00",6059,0
1654171200,"2022-06-02 12:00:00 +00:00",14559,0
1654214400,"2022-06-03 00:00:00 +00:00",11185,0
1654257600,"2022-06-03 12:00:00 +00:00",14953,0
1654300800,"2022-06-04 00:00:00 +00:00",6637,0
1654344000,"2022-06-04 12:00:00 +00:00",14142,0
1654387200,"2022-06-05 00:00:00 +00:00",9143,0
1654430400,"2022-06-05 12:00:00 +00:00",17056,0
1654473600,"2022-06-06 00:00:00 +00:00",13038,0
1654516800,"2022-06-06 12:00:00 +00:00",23133,0
1654560000,"2022-06-07 00:00:00 +00:00",10545,0
1654603200,"2022-06-07 12:00:00 +00:00",15974,0
1654646400,"2022-06-08 00:00:00 +00:00",9744,0
1654689600,"2022-06-08 12:00:00 +00:00",19466,0
1654732800,"2022-06-09 00:00:00 +00:00",10239,0
1654776000,"2022-06-09 12:00:00 +00:00",18984,0
1654819200,"2022-06-10 00:00:00 +00:00",10177,0
1654862400,"2022-06-10 12:00:00 +00:00",19991,0
1654905600,"2022-06-11 00:00:00 +00:00",8758,0
1654948800,"2022-06-11 12:00:00 +00:00",20679,0
1654992000,"2022-06-12 00:00:00 +00:00",11947,0
1655035200,"2022-06-12 12:00:00 +00:00",23790,0
1655078400,"2022-06-13 00:00:00 +00:00",14331,0
1655121600,"2022-06-13 12:00:00 +00:00",24929,0
1655164800,"2022-06-14 00:00:00 +00:00",11207,0
1655208000,"2022-06-14 12:00:00 +00:00",16662,0
1655251200,"2022-06-15 00:00:00 +00:00",4797,0
